group_id,group_name,n_classes,member_jet_labels,member_class_names,contraction_applied_at_this_rung,stream_share_nominal,stream_share_exact_lower_bound,stream_share_exact_upper_bound,reweighting_groups_touched,n_reweighting_groups_touched,contains_b_and_s_class,physics_rationale
151,label_X_YY_cqtaumv,1,152,label_X_YY_cqtaumv,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class, unchanged from L188."
152,label_X_YY_sqtaumv,1,153,label_X_YY_sqtaumv,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class, unchanged from L188."
153,label_X_YY_qqtaumv,1,154,label_X_YY_qqtaumv,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class, unchanged from L188."
154,label_X_YY_bctauhv,1,155,label_X_YY_bctauhv,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.004812087964968,0,0.028872527789808,label_X_YY_QQtauhv,1,0,"Native JetClass-II class, unchanged from L188."
155,label_X_YY_cstauhv,1,156,label_X_YY_cstauhv,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.004812087964968,0,0.028872527789808,label_X_YY_QQtauhv,1,0,"Native JetClass-II class, unchanged from L188."
156,label_X_YY_bqtauhv,1,157,label_X_YY_bqtauhv,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.004812087964968,0,0.028872527789808,label_X_YY_QQtauhv,1,0,"Native JetClass-II class, unchanged from L188."
157,label_X_YY_cqtauhv,1,158,label_X_YY_cqtauhv,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.004812087964968,0,0.028872527789808,label_X_YY_QQtauhv,1,0,"Native JetClass-II class, unchanged from L188."
158,label_X_YY_sqtauhv,1,159,label_X_YY_sqtauhv,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.004812087964968,0,0.028872527789808,label_X_YY_QQtauhv,1,0,"Native JetClass-II class, unchanged from L188."
159,label_X_YY_qqtauhv,1,160,label_X_YY_qqtauhv,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.004812087964968,0,0.028872527789808,label_X_YY_QQtauhv,1,0,"Native JetClass-II class, unchanged from L188."
160,label_QCD_bbccss,1,161,label_QCD_bbccss,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,1,"Native JetClass-II QCD class, unchanged; Q=27."
161,label_QCD_bbccs,1,162,label_QCD_bbccs,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,1,"Native JetClass-II QCD class, unchanged; Q=27."
162,label_QCD_bbcc,1,163,label_QCD_bbcc,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, unchanged; Q=27."
163,label_QCD_bbcss,1,164,label_QCD_bbcss,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,1,"Native JetClass-II QCD class, unchanged; Q=27."
164,label_QCD_bbcs,1,165,label_QCD_bbcs,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,1,"Native JetClass-II QCD class, unchanged; Q=27."
165,label_QCD_bbc,1,166,label_QCD_bbc,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, unchanged; Q=27."
166,label_QCD_bbss,1,167,label_QCD_bbss,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,1,"Native JetClass-II QCD class, unchanged; Q=27."
167,label_QCD_bbs,1,168,label_QCD_bbs,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,1,"Native JetClass-II QCD class, unchanged; Q=27."
168,label_QCD_bb,1,169,label_QCD_bb,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, unchanged; Q=27."
169,label_QCD_bccss,1,170,label_QCD_bccss,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,1,"Native JetClass-II QCD class, unchanged; Q=27."
170,label_QCD_bccs,1,171,label_QCD_bccs,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,1,"Native JetClass-II QCD class, unchanged; Q=27."
171,label_QCD_bcc,1,172,label_QCD_bcc,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, unchanged; Q=27."
172,label_QCD_bcss,1,173,label_QCD_bcss,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,1,"Native JetClass-II QCD class, unchanged; Q=27."
173,label_QCD_bcs,1,174,label_QCD_bcs,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,1,"Native JetClass-II QCD class, unchanged; Q=27."
174,label_QCD_bc,1,175,label_QCD_bc,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, unchanged; Q=27."
175,label_QCD_bss,1,176,label_QCD_bss,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,1,"Native JetClass-II QCD class, unchanged; Q=27."
176,label_QCD_bs,1,177,label_QCD_bs,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,1,"Native JetClass-II QCD class, unchanged; Q=27."
177,label_QCD_b,1,178,label_QCD_b,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, unchanged; Q=27."
178,label_QCD_ccss,1,179,label_QCD_ccss,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, unchanged; Q=27."
179,label_QCD_ccs,1,180,label_QCD_ccs,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, unchanged; Q=27."
180,label_QCD_cc,1,181,label_QCD_cc,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, unchanged; Q=27."
181,label_QCD_css,1,182,label_QCD_css,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, unchanged; Q=27."
182,label_QCD_cs,1,183,label_QCD_cs,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, unchanged; Q=27."
183,label_QCD_c,1,184,label_QCD_c,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, unchanged; Q=27."
184,label_QCD_ss,1,185,label_QCD_ss,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, unchanged; Q=27."
185,label_QCD_s,1,186,label_QCD_s,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, unchanged; Q=27."
186,label_QCD_light,1,187,label_QCD_light,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005346764405519999,0,0.14436263894903997,label_QCD,1,0,"Native JetClass-II QCD class, unchanged; Q=27."
